NARRATIVE,injury_level
employee experienced groin pain lifting large rock placed temporary lifting restriction,Major
ee stacking rock onto pallet rock slipped hand caught left middle finger smashing finger splinted ee placed temporary restictions,Major
employee polishing side stone felt piece stone hit eye report immediately hoping would get better diagnosed corneal abrasion given prescription,Minor
employee reported climbing onto dozer knee gave,Minor
april 13 2014 employee reported lower back strain jarring back operating bulldozer physician issued lifting restriction april 21 prevents employee fulfilling normal duty,Major
attempting repair braided hose mechanic left ungloved hand slipped causing left pinky finger catch exposed wire braid lacerating left pinky finger 4 stitch administered result,Minor
ee wrenching bolt wrench slipped bolt causing strike hand frame shuttle car,Major
coal chute cone cone slipped comealong causing drop 2 height two comealongs held cone moving,Major
standing deck built around drill secure cable overhead deck built wood slick due water deck board move properly secured became unsecured ee fell appro x 2 ground striking upper torso drill control panel guard plate,Minor
ee state removing steel banding bundle roof bolt cutter slipped causing band cut left finger,Minor
ee state picking trash began chest pain ee taken hospital scheduled undergo bypass surgery dont foot work related injury illness,Minor
employee state jacking kennedy panel dust come went left eye washed eye worked next shift went doctor,Major
reportable roof fall found e2 headgate entry 1 crosscut fall approximately 16 wide 35 long 9 high,Minor
employee state walking mantrip stepped unknown object straining right knee resulted torn acl mcl,Major
connector hanging steel girder approx 40 ground crane operator swinging load girder worker back turned load due poor communication worker connector crane operator load swung struck back knee caused front hit column front,Major
ee driving haul truck bench waste dump hit bump road seat bottomed operator incurred lumbo sacral strain speed haul truck app rox 16 mph fracture found x ray extended course physcial therapy prescribed dr order prevented returning work next regularly scheduled shift follow,Major
riding lube truck buddy seat hand slipped seat finger struck rotating ac fan blade,Minor
removing boom pin shovel forklift used straighten boom come along used keep tension pin straight boom straightened pin came struck mechanic foot causing broken tibia,Major
employee using sledge hammer break rock employee struck right hand sledge hammer,Major
raising process workdeck winch continued run chain broke causing workdeck process employee fell approx 25 30 foot shaft bottom two employee injured workdeck fall,Major
officer performing patrol misjudged corner drove berm vehicle tipped side deploying side airbags ee climbed window walked app 2 mile back mine upon arrival security passed mine emt called ee noted unconscious vitals strong ee taken hospital ee released medical trtmt restriction,Minor
injured picked bottom roller 14rightbeltline hung rail roller slipped struck ee safety boot causing fractur e,Major
bounce occurred longwall tailgate causing immediate roof fall blocking access face tailgate,Minor
employee stated standing lw shield 3 removing rock prop shield operator bumped shield flipper flipper struck left shoulder examined bruised strained shoulder miss scheduled time work surgery friday june 19 2009 first missed work day,Major
miner using scaling bar work oversized rock chute rock moved way pinch miner hand scaling bar back drift resulting laceration miner received 5 suture close laceration back hand miner returned work day restriction,Minor
ee carrying stone pallet level ground tripped fell forward fell forward dropped stone front used hand catch fall ee extended arm right forearm scraped edge stone carrying result sustained laceration inside right forearm,Major
releasing pressure radiator cap antifreeze gushed burning foot operator jumped loader cracked foot bone landing,Minor
employee heating large bolt stuck chain holding cone head place broke allowing turn causing slip fall approx 2 foot,Major
slamming rock jam 6 foot long digging bar,Major
employee stacking box line statedwhile twisting sneezed got sharp pain upper back pain went away within 5 minute initial injury occurred 0n reported felt pain dumping bag,Minor
cleaning material around crushing screening plant bobcat rock bounced screen entered bobcat hitting operator left knee,Major
employee holding wrench loosen drill steel hammer head rotation started pinning thumb wrench frame machine left thumb crushing type injury,Major
